"timestamp","manufacturer_name","racket_name","swing_type","impact_position","ball_speed[km/h]","ball_spin","swing_speed[km/h]","tag_id","video_filename"
"2016-11-05 12:58:25","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","76","-8","76","",""
"2016-11-05 12:58:28","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","20","95","4","83","",""
"2016-11-05 12:58:30","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","90","3","91","",""
"2016-11-05 12:58:41","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","93","-4","74","",""
"2016-11-05 12:58:45","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","96","5","94","",""
"2016-11-05 12:58:49","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","10","99","5","116","",""
"2016-11-05 12:58:53","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","102","5","126","",""
"2016-11-05 12:58:56","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","104","3","119","",""
"2016-11-05 12:59:09","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","88","-3","78","",""
"2016-11-05 12:59:13","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","72","-6","67","",""
"2016-11-05 12:59:20","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","95","5","116","",""
"2016-11-05 12:59:24","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","102","5","119","",""
"2016-11-05 12:59:28","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","99","5","121","",""
"2016-11-05 12:59:38","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","93","5","114","",""
"2016-11-05 12:59:42","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","104","5","123","",""
"2016-11-05 12:59:46","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","95","5","121","",""
"2016-11-05 12:59:51","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","104","4","138","",""
"2016-11-05 12:59:53","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","13","49","-4","51","",""
"2016-11-05 13:00:05","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","90","-3","78","",""
"2016-11-05 13:00:10","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","99","5","121","",""
"2016-11-05 13:00:14","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","115","4","129","",""
"2016-11-05 13:00:16","Wilson","BLADE 98 18x20","SMASH","13","138","3","125","",""
"2016-11-05 13:00:19","Wilson","BLADE 98 18x20","SMASH","12","131","3","117","",""
"2016-11-05 13:00:32","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","90","5","110","",""
"2016-11-05 13:00:35","Wilson","BLADE 98 18x20","BACKHAND_SLICE","12","67","-8","83","",""
"2016-11-05 13:00:37","Wilson","BLADE 98 18x20","BACKHAND_SLICE","11","73","-10","77","",""
"2016-11-05 13:00:48","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","94","5","121","",""
"2016-11-05 13:00:52","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","69","-8","76","",""
"2016-11-05 13:00:55","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","96","6","119","",""
"2016-11-05 13:02:40","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","91","-3","78","",""
"2016-11-05 13:02:43","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","89","4","109","",""
"2016-11-05 13:02:47","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","94","3","117","",""
"2016-11-05 13:02:52","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","7","80","3","73","",""
"2016-11-05 13:02:55","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","66","-9","82","",""
"2016-11-05 13:02:59","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","79","4","105","",""
"2016-11-05 13:03:02","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","90","4","115","",""
"2016-11-05 13:03:17","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","97","5","120","",""
"2016-11-05 13:03:21","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","88","6","111","",""
"2016-11-05 13:03:24","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","11","80","4","103","",""
"2016-11-05 13:03:28","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","79","-9","85","",""
"2016-11-05 13:03:35","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","8","96","5","113","",""
"2016-11-05 13:03:38","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","102","4","114","",""
"2016-11-05 13:03:41","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","78","4","106","",""
"2016-11-05 13:03:44","Wilson","BLADE 98 18x20","BACKHAND_SLICE","10","75","-9","71","",""
"2016-11-05 13:03:47","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","6","87","2","76","",""
"2016-11-05 13:04:02","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","86","6","117","",""
"2016-11-05 13:04:06","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","94","4","113","",""
"2016-11-05 13:04:21","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","89","-3","77","",""
"2016-11-05 13:04:25","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","75","6","82","",""
"2016-11-05 13:04:28","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","84","2","96","",""
"2016-11-05 13:04:31","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","82","2","98","",""
"2016-11-05 13:04:34","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","84","4","104","",""
"2016-11-05 13:04:37","Wilson","BLADE 98 18x20","BACKHAND_SLICE","11","70","-9","76","",""
"2016-11-05 13:04:53","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","77","5","104","",""
"2016-11-05 13:04:57","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","102","4","114","",""
"2016-11-05 13:05:01","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","84","4","107","",""
"2016-11-05 13:05:04","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","87","4","102","",""
"2016-11-05 13:05:07","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","72","-10","81","",""
"2016-11-05 13:05:10","Wilson","BLADE 98 18x20","BACKHAND_SLICE","19","66","-8","76","",""
"2016-11-05 13:05:13","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","95","4","95","",""
"2016-11-05 13:05:15","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","41","-5","43","",""
"2016-11-05 13:05:27","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","87","-4","74","",""
"2016-11-05 13:05:31","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","71","3","92","",""
"2016-11-05 13:05:34","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","11","67","-2","49","",""
"2016-11-05 13:05:37","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","90","4","107","",""
"2016-11-05 13:05:39","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","17","46","-1","43","",""
"2016-11-05 13:05:52","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","86","-3","75","",""
"2016-11-05 13:05:56","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","100","5","116","",""
"2016-11-05 13:05:59","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","77","4","109","",""
"2016-11-05 13:06:02","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","87","4","105","",""
"2016-11-05 13:06:05","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","91","3","96","",""
"2016-11-05 13:06:22","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","88","-3","79","",""
"2016-11-05 13:06:26","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","90","2","85","",""
"2016-11-05 13:06:34","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","88","5","110","",""
"2016-11-05 13:06:37","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","100","5","120","",""
"2016-11-05 13:06:40","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","106","4","119","",""
"2016-11-05 13:06:42","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","19","34","-2","40","",""
"2016-11-05 13:06:56","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","90","-2","75","",""
"2016-11-05 13:07:00","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","97","5","115","",""
"2016-11-05 13:07:04","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","104","4","126","",""
"2016-11-05 13:07:07","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","93","4","120","",""
"2016-11-05 13:07:10","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","18","33","-3","44","",""
"2016-11-05 13:07:17","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","92","-4","79","",""
"2016-11-05 13:07:21","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","8","89","6","115","",""
"2016-11-05 13:07:24","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","94","3","104","",""
"2016-11-05 13:07:38","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","92","-3","74","",""
"2016-11-05 13:07:42","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","98","4","91","",""
"2016-11-05 13:07:45","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","24","86","5","84","",""
"2016-11-05 13:07:55","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","97","6","116","",""
"2016-11-05 13:07:58","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","98","3","117","",""
"2016-11-05 13:08:01","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","92","-7","79","",""
"2016-11-05 13:08:09","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","94","5","114","",""
"2016-11-05 13:08:13","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","91","5","113","",""
"2016-11-05 13:08:17","Wilson","BLADE 98 18x20","BACKHAND_SLICE","12","75","-9","74","",""
"2016-11-05 13:08:20","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","68","-9","68","",""
"2016-11-05 13:08:23","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","92","3","98","",""
"2016-11-05 13:08:27","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","94","5","126","",""
"2016-11-05 13:08:29","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","18","59","-2","62","",""
"2016-11-05 13:08:45","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","85","6","90","",""
"2016-11-05 13:08:48","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","78","-8","69","",""
"2016-11-05 13:08:51","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","8","79","4","114","",""
"2016-11-05 13:08:54","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","75","-8","76","",""
"2016-11-05 13:10:19","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","90","2","84","",""
"2016-11-05 13:10:23","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","106","6","124","",""
"2016-11-05 13:10:45","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","87","-3","76","",""
"2016-11-05 13:10:49","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","107","4","115","",""
"2016-11-05 13:10:52","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","119","5","123","",""
"2016-11-05 13:11:18","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","91","-3","74","",""
"2016-11-05 13:11:22","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","103","5","130","",""
"2016-11-05 13:11:25","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","114","3","123","",""
"2016-11-05 13:11:59","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","88","-3","76","",""
"2016-11-05 13:12:03","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","95","-9","87","",""
"2016-11-05 13:12:26","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","82","2","85","",""
"2016-11-05 13:12:29","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","101","5","127","",""
"2016-11-05 13:12:33","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","65","-9","75","",""
"2016-11-05 13:12:36","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","6","99","4","109","",""
"2016-11-05 13:12:39","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","82","-8","75","",""
"2016-11-05 13:13:12","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","84","2","83","",""
"2016-11-05 13:13:15","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","97","4","116","",""
"2016-11-05 13:13:18","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","5","101","4","126","",""
"2016-11-05 13:13:21","Wilson","BLADE 98 18x20","BACKHAND_SLICE","18","86","-6","61","",""
"2016-11-05 13:13:24","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","1","97","3","118","",""
"2016-11-05 13:13:56","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","93","-3","75","",""
"2016-11-05 13:14:00","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","101","5","121","",""
"2016-11-05 13:14:03","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","20","73","3","70","",""
"2016-11-05 13:14:46","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","94","-3","81","",""
"2016-11-05 13:14:50","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","12","68","4","87","",""
"2016-11-05 13:14:53","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","8","94","4","90","",""
"2016-11-05 13:14:56","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","86","-7","70","",""
"2016-11-05 13:15:11","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","85","2","83","",""
"2016-11-05 13:15:15","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","89","4","88","",""
"2016-11-05 13:15:19","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","101","4","116","",""
"2016-11-05 13:15:22","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","12","82","2","64","",""
"2016-11-05 13:15:25","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","108","4","118","",""
"2016-11-05 13:15:53","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","85","2","85","",""
"2016-11-05 13:15:57","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","10","101","4","117","",""
"2016-11-05 13:16:00","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","106","3","117","",""
"2016-11-05 13:16:25","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","90","-3","78","",""
"2016-11-05 13:16:28","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","84","-9","84","",""
"2016-11-05 13:16:32","Wilson","BLADE 98 18x20","BACKHAND_SLICE","11","66","-9","80","",""
"2016-11-05 13:17:03","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","97","-3","77","",""
"2016-11-05 13:17:11","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","88","-3","78","",""
"2016-11-05 13:17:14","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","103","5","124","",""
"2016-11-05 13:17:17","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","13","89","4","92","",""
"2016-11-05 13:17:21","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","97","5","104","",""
"2016-11-05 13:17:25","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","11","108","4","121","",""
"2016-11-05 13:17:27","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","43","-4","48","",""
"2016-11-05 13:17:32","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","92","5","103","",""
"2016-11-05 13:18:42","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","98","5","125","",""
"2016-11-05 13:18:46","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","12","92","-3","63","",""
"2016-11-05 13:18:50","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","108","4","125","",""
"2016-11-05 13:18:58","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","75","-4","56","",""
"2016-11-05 13:19:05","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","102","5","128","",""
"2016-11-05 13:19:08","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","103","4","122","",""
"2016-11-05 13:19:11","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","73","-8","72","",""
"2016-11-05 13:19:54","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","102","5","127","",""
"2016-11-05 13:20:06","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","102","5","119","",""
"2016-11-05 13:20:09","Wilson","BLADE 98 18x20","BACKHAND_SLICE","20","75","-8","83","",""
"2016-11-05 13:20:12","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","93","5","112","",""
"2016-11-05 13:21:05","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","85","-7","84","",""
"2016-11-05 13:21:07","Wilson","BLADE 98 18x20","BACKHAND_SLICE","7","86","-7","79","",""
"2016-11-05 13:21:14","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","106","5","133","",""
"2016-11-05 13:21:18","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","78","4","101","",""
"2016-11-05 13:21:21","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","98","4","115","",""
"2016-11-05 13:21:23","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","84","5","100","",""
"2016-11-05 13:21:26","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","20","95","3","88","",""
"2016-11-05 13:21:29","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","78","5","114","",""
"2016-11-05 13:21:46","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","20","85","5","81","",""
"2016-11-05 13:21:50","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","100","5","123","",""
"2016-11-05 13:21:54","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","93","6","119","",""
"2016-11-05 13:23:08","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","100","5","117","",""
"2016-11-05 13:23:22","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","91","5","116","",""
"2016-11-05 13:23:25","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","19","82","2","71","",""
"2016-11-05 13:23:59","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","98","-4","77","",""
"2016-11-05 13:24:06","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","102","5","119","",""
"2016-11-05 13:24:10","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","104","4","123","",""
"2016-11-05 13:24:20","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","112","5","129","",""
"2016-11-05 13:25:13","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","100","-2","82","",""
"2016-11-05 13:25:15","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","94","-1","82","",""
"2016-11-05 13:25:21","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","97","6","123","",""
"2016-11-05 13:25:24","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","14","79","4","113","",""
"2016-11-05 13:25:26","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","65","-7","62","",""
"2016-11-05 13:25:30","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","76","-8","72","",""
"2016-11-05 13:25:34","Wilson","BLADE 98 18x20","BACKHAND_SLICE","12","74","-9","84","",""
"2016-11-05 13:25:36","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","14","98","6","110","",""
"2016-11-05 13:25:41","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","106","4","120","",""
"2016-11-05 13:25:55","Wilson","BLADE 98 18x20","BACKHAND_SPIN_FLAT","7","80","4","80","",""
"2016-11-05 13:26:33","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","107","5","123","",""
"2016-11-05 13:26:37","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","84","-8","78","",""
"2016-11-05 13:26:49","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","98","4","118","",""
"2016-11-05 13:26:52","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","104","4","120","",""
"2016-11-05 13:26:55","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","6","82","4","102","",""
"2016-11-05 13:29:31","Wilson","BLADE 98 18x20","SERVE","19","135","4","124","",""
"2016-11-05 13:29:34","Wilson","BLADE 98 18x20","SERVE","19","135","3","126","",""
"2016-11-05 13:29:38","Wilson","BLADE 98 18x20","SERVE","19","142","4","128","",""
"2016-11-05 13:30:09","Wilson","BLADE 98 18x20","SMASH","13","125","6","126","",""
"2016-11-05 13:30:13","Wilson","BLADE 98 18x20","SERVE","13","129","7","126","",""
"2016-11-05 13:30:17","Wilson","BLADE 98 18x20","SERVE","13","132","6","126","",""
"2016-11-05 13:30:26","Wilson","BLADE 98 18x20","SERVE","19","125","6","121","",""
"2016-11-05 13:31:05","Wilson","BLADE 98 18x20","SERVE","19","122","7","123","",""
"2016-11-05 13:31:08","Wilson","BLADE 98 18x20","SERVE","8","123","5","122","",""
"2016-11-05 13:31:54","Wilson","BLADE 98 18x20","SERVE","19","142","4","128","",""
"2016-11-05 13:32:01","Wilson","BLADE 98 18x20","SERVE","8","125","6","122","",""
"2016-11-05 13:32:04","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","73","-8","81","",""
"2016-11-05 13:32:14","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","111","-2","91","",""
"2016-11-05 13:33:03","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","78","3","97","",""
"2016-11-05 13:33:07","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","96","-6","73","",""
"2016-11-05 13:33:37","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","5","56","2","67","",""
"2016-11-05 13:33:45","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","7","68","-3","55","",""
"2016-11-05 13:34:23","Wilson","BLADE 98 18x20","SERVE","13","149","4","136","",""
"2016-11-05 13:34:47","Wilson","BLADE 98 18x20","SERVE","13","149","4","132","",""
"2016-11-05 13:35:00","Wilson","BLADE 98 18x20","SERVE","18","126","7","127","",""
"2016-11-05 13:35:03","Wilson","BLADE 98 18x20","SERVE","10","126","5","128","",""
"2016-11-05 13:35:09","Wilson","BLADE 98 18x20","FOREHAND_SLICE","13","62","-4","52","",""
"2016-11-05 13:35:49","Wilson","BLADE 98 18x20","BACKHAND_SLICE","18","61","-8","67","",""
"2016-11-05 13:36:22","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","88","3","102","",""
"2016-11-05 13:36:25","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","105","4","121","",""
"2016-11-05 13:37:02","Wilson","BLADE 98 18x20","SERVE","13","147","3","128","",""
"2016-11-05 13:37:45","Wilson","BLADE 98 18x20","SERVE","8","128","6","126","",""
"2016-11-05 13:37:55","Wilson","BLADE 98 18x20","SERVE","7","136","5","130","",""
"2016-11-05 13:37:57","Wilson","BLADE 98 18x20","BACKHAND_SLICE","12","79","-9","77","",""
"2016-11-05 13:38:01","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","77","-9","69","",""
"2016-11-05 13:38:04","Wilson","BLADE 98 18x20","BACKHAND_SLICE","20","72","-6","67","",""
"2016-11-05 13:38:10","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","77","-4","60","",""
"2016-11-05 13:39:01","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","20","66","-3","34","",""
"2016-11-05 13:39:06","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","13","30","-2","41","",""
"2016-11-05 13:39:11","Wilson","BLADE 98 18x20","FOREHAND_SLICE","19","77","-4","61","",""
"2016-11-05 13:39:34","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","19","108","4","114","",""
"2016-11-05 13:39:37","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","19","73","-3","51","",""
"2016-11-05 13:40:05","Wilson","BLADE 98 18x20","SERVE","7","148","6","142","",""
"2016-11-05 13:40:13","Wilson","BLADE 98 18x20","SERVE","19","134","5","123","",""
"2016-11-05 13:40:15","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","110","3","116","",""
"2016-11-05 13:40:18","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","94","-8","81","",""
"2016-11-05 13:40:49","Wilson","BLADE 98 18x20","SERVE","8","152","5","137","",""
"2016-11-05 13:40:54","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","13","68","-3","60","",""
"2016-11-05 13:41:26","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","59","-7","50","",""
"2016-11-05 13:41:32","Wilson","BLADE 98 18x20","FOREHAND_VOLLEY","19","60","-1","57","",""
"2016-11-05 13:41:42","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","13","85","3","106","",""
"2016-11-05 13:42:01","Wilson","BLADE 98 18x20","SERVE","18","146","4","137","",""
"2016-11-05 13:42:06","Wilson","BLADE 98 18x20","SERVE","19","134","7","129","",""
"2016-11-05 13:42:09","Wilson","BLADE 98 18x20","BACKHAND_SLICE","6","77","-9","84","",""
"2016-11-05 13:42:12","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","12","113","5","116","",""
"2016-11-05 13:42:16","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","61","-8","84","",""
"2016-11-11 10:19:40","Wilson","BLADE 98 18x20","BACKHAND_SLICE","18","67","-7","59","",""
"2016-11-11 10:19:43","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","7","102","3","114","",""
"2016-11-11 10:19:46","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","77","-9","84","",""
"2016-11-11 10:20:01","Wilson","BLADE 98 18x20","BACKHAND_SLICE","13","74","-8","69","",""
"2016-11-11 10:20:17","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","18","102","3","102","",""
"2016-11-11 10:20:26","Wilson","BLADE 98 18x20","FOREHAND_SPIN_FLAT","14","105","4","117","",""
"2016-11-11 10:20:50","Wilson","BLADE 98 18x20","BACKHAND_VOLLEY","13","64","-3","52","",""
